qed,sa,score
0.8753206186425125,3.291310032655227,0.5595028849441883
0.7179793694341867,3.3882573403475345,0.5492942180025514
0.46730463131898753,4.2589709700735,0.5485298130021854
0.7643375860254175,3.5440958395538225,0.5477225575051662
0.7733649262591915,3.3010581776028136,0.5461186812727502
0.7797133482679394,3.319374707227036,0.5437390678561211
0.682617252457131,3.057939090660824,0.5312796481290517
0.8360607728646576,3.714190403271881,0.5169539431229293
0.7240223666823721,3.1864962899288827,0.5144957554275266
0.5998473946355775,2.493802269530331,0.5085476277156078
0.7962664629116085,2.225889727066942,0.11220217766680499
0.7809500694400175,2.880782725549997,0.2817180849095055
0.8243059888560292,2.3400569316901976,0.13710057299733
0.8033684273132393,3.454368091076308,0.12533379297457067
0.922685803554716,2.7608523827943117,0.17300265433829923
0.632536283441531,2.9271634078543975,0.12642975232136175
0.7523618825680658,3.1346506569778123,0.1480250884469835
0.8226826269082662,3.599672935942996,0.3592106040535498
0.5232021096942004,3.7860849993428483,0.009535186293713457
0.570350241028645,3.027511989510379,0.1024261061821858
0.2544237197884847,2.9066718349359935,0.4592793267718459
0.9430119879634157,2.29759163104225,0.3347670317059931
0.7631369101982685,2.8385982635266114,0.4289522117905443
0.6330126926268289,3.334199939203291,0.16020935202387313
0.8059216706827601,3.5562790168186416,0.17804537745698754
0.8803651042790338,4.221433364099894,0.4148869093391398
0.6830216563611783,3.296212821601701,0.4898979485566356
0.8480910018619285,2.858021749572208,0.33968311024337877
0.5294294967270562,3.334645301539773,0.13252393748981614
0.8029443918182765,3.4337333273999633,0.010317212429489861
0.8543336472271387,3.1118754353489377,0.37026581558867727
0.4403457654329757,2.4900659413646338,0.14350783819346874
0.8672161189128815,3.09745972248586,0.33052034351759896
0.7355788883780935,3.3732016087845906,0.5152540399295447
0.8816197137884985,3.878990055511384,0.34641016151377546
0.8525919254142197,4.553078895539288,0.39463616777740074
0.6497399680921931,4.00347199454093,0.5222329678670935
0.7686019785575435,2.551737406109929,0.25
0.8486869432149667,3.2464776182172432,0.19709449182259126
0.8768180651741394,2.8989580924008784,0.2727272727272727
0.8080262962594604,2.8452953771718192,0.3606678538669729
0.4726836368865989,3.1232589518324536,0.009743831545134397
0.8426711389776044,3.7953877249785153,0.41620709563472474
0.8619225468713334,3.913410457411352,0.20381008876045484
0.82895424855024,4.0670510635015225,0.32691012374601314
0.7451072309961496,2.807840290470736,0.4067106266555946
0.8753206186425125,3.291310032655227,0.5595028849441883
0.38021356176578514,2.8089542922377273,0.461083967620704
0.7190014403883188,4.20591381896169,0.5400617248673217
0.9041467809033368,3.384646515710217,0.48104569292083466
0.6030594964214331,2.626594121514776,0.09327446247995802
0.7209124913162586,2.8009017796234748,0.1749215318277693
0.7946023446484035,2.745927335617507,0.3508232077228117
0.6218392648894387,2.8357737202328916,0.4032389192727559
0.623718230324851,3.46047014273689,0.21923274797567371
0.8522362509722071,3.571581932254075,0.20118176706119636
0.588212229028712,2.7740814125405837,0.4490887131390719
0.8818685146956592,2.7492438783171114,0.3717679143145911
0.7926770514125234,3.273239663657943,0.1772487498482996
0.6807089410688627,3.2098470856728643,0.00995195193344017
0.5544553279092851,4.091905050666382,0.5185629788417315
0.75280654665206,4.144641179459063,0.16383943958731922
0.6577415633693886,3.8782609894567495,0.22266178854212706
0.5718765627978185,3.23752300325814,0.37068123792912927
0.6108097964831327,4.715044755224622,0.009194970994254738
0.6232998219538255,3.017212268492714,0.14563399605084593
0.6458055005460949,3.984573988208343,0.00974055024127131
0.7909570298230966,3.6000291607717605,0.3717679143145911
0.9298246291596193,2.546105553033163,0.42817441928883765
0.8757159641373797,3.4715315896591195,0.4875499133758377
0.5024274095510424,3.0567298514448336,0.44214106550343324
0.5269704521082591,2.528658594036175,0.3841106397986879
0.7858971994652671,3.7755029328475675,0.16585286066135677
0.612706193337261,3.647534894848569,0.19551079077919034
0.7694094029324443,3.611789008150347,0.4165977904505309
0.7365731649761391,3.4900625543793016,0.2173468986144228
0.8596175632974498,3.759138601397048,0.2185529548725214
0.85101672317617,2.5639109677530936,0.1426890863177022
0.6805038428227045,2.9785878798702274,0.39886201760873286
0.8483510121791485,2.4783570510803425,0.25
0.9310601024570232,2.781762424312774,0.3237880629013667
0.8148797826466881,2.7230248680753277,0.3630192084951348
0.7941896162977158,3.787656356096373,0.18022338354605114
0.5407841939387031,3.0777721326188665,0.550707443680027
0.7014699371664509,3.4799344557321508,0.5595028849441883
0.8896650758489144,3.8659016121973844,0.5565379710984115
0.8452087269611535,3.3167733043425542,0.165909072444249
0.682861845140333,3.2818113801933455,0.12544584824324234
0.8581991415799696,2.3306495110329113,0.38616422286061647
0.833544761099021,3.376297388196509,0.39626354032187944
0.7925736770539135,3.4554666112813033,0.2360641715666076
0.5634862611802276,2.208124086855376,0.13732514411098123
0.7156329204437832,2.9724842265577287,0.4065578140908709
0.7807692215174591,3.750849896557714,0.15884584338083407
0.9295623563981424,2.1932026085782503,0.3376908167529852
0.7290263660143935,4.375517406157423,0.4855639584272882
0.8052877520020444,2.294730340845984,0.32444284226152503
0.6777191249416812,2.871941431763279,0.4296689244236598
0.8861886888193006,4.066292914310051,0.15325776234419897
0.9210304853923805,2.5587024044374758,0.3387537429470791
0.7114599310442311,4.488408887552637,0.5194624816493197
0.6825934531987905,3.920686040157446,0.12354504364255385
0.8159362118274313,3.4856556581514297,0.2123952943896613
0.548744874229795,2.7177435438689503,0.004746690639098258
0.7081490936089575,3.6799546580986524,0.5513619500836089
0.5784882323737729,3.2668268548982606,0.3892494720807615
0.816594268434079,3.9313729824109647,0.22747712762049188
0.9228874992774713,3.52244727960555,0.22098035816249179
0.8446666120028479,3.037467956758382,0.31994093943165425
0.7034393401021964,3.2199942575228935,0.18708421709308046
0.7140238366131961,2.78388682233728,0.19576781135010599
0.92959866679733,3.4644568634643154,0.24257252007220323
0.9035250935002886,3.7989839980041697,0.2123952943896613
0.495078502350041,3.8580813823092868,0.5345224838248488
0.7713037624989807,3.212500868210764,0.5423261445466404
0.45696641503641294,3.090385015440857,0.16310846672784485
0.898897607681447,2.4316764320037976,0.48181205582971576
0.7219628068307156,3.3179686948306903,0.012013614966474852
0.5503893927735196,3.247062204250022,0.1707837430917896
0.6298753074677348,3.4437961451042174,0.5797116298389156
0.8220492480128015,2.671277544731426,0.15476804410312445
0.4812466399799132,2.6249030925672514,0.41137667560372115
0.5720996031839595,5.043077181949886,0.18526782245784434
0.9168712329881212,3.20960583639014,0.3387537429470791
0.7910273829797687,2.844030280503784,0.1695398978724713
0.8393569353418722,2.6383285723106162,0.31889640207164033
0.7781674590956223,3.8434934397091274,0.5485298130021854
0.8055605262503481,3.7135380089996612,0.19039569925689304
0.6907616259307806,3.5474685513171735,0.09831991632152833
0.7100110454656853,2.6736238143345474,0.3779644730092272
0.7330853875627972,3.020621725116195,0.17770265263976684
0.7978133783805744,2.7437092521509463,0.1749215318277693
0.9107386070529742,2.4364566358322097,0.29488391230979427
0.506955500132235,3.583893147074738,0.12829534913572785
0.5141917414280155,3.6270134774562246,0.16316658483648697
0.8128498955391985,3.348124303690886,0.4148869093391398
0.5042676891118797,3.554831383902653,0.5270462766947299
0.5427535255016478,2.227323733955574,0.3492151478847891
0.7848279809585347,2.8241406969530054,0.18143702273713766
0.3970570281005395,3.3213763704708414,0.16982916595156058
0.7097107184735926,3.3734817694281753,0.36788360369097944
0.5841118970528497,3.092932902413727,0.16310846672784485
0.8655955486388331,3.0865149306868513,0.14188911682442423
0.6155231647109692,3.8051381406777134,0.5
0.7575546441758558,3.62764250831248,0.5722181649673349
0.5852804094580154,3.555086111659403,0.19586413008230497
0.48081531841622915,3.2747964143985895,0.4597631061983315
0.8489695459694935,4.673602075198344,0.14173507366010255
0.9193299808526304,3.292463905730653,0.4891995904702286
0.6114591781580588,4.054529747055768,0.19841941491267262
0.47608373463629605,3.343401279481725,0.13334645885617644
0.8945106231297386,3.8047791055832905,0.21632887475735169
0.6869821408102298,3.312368768741363,0.5432144762551112
0.5027625437943134,3.3532220750293966,0.2160262461996408
0.4250513198437574,4.3644132062511165,0.21965875931823692
0.6805042417833477,2.693407951002122,0.1335473035556895
0.8410215087405752,3.4047638192747787,0.1697686747062038
0.836551833007699,2.8330285829099857,0.32163376045133846
0.8642767432023765,4.546911176990095,0.45607017003965516
0.5573135963615876,3.0674004460082624,0.39463616777740074
0.4621998609023464,2.6733284333580745,0.13478059886503627
0.45153948826478646,3.5298617901256435,0.5484642268462742
0.7964351996461883,3.2932548284768393,0.22008131583444174
0.616412142481806,2.4830801954526613,0.43362909039199393
0.755274261849486,4.186586310673512,0.45834924851410563
0.7404000521615085,3.6603329770560027,0.5244044240850758
0.7055127474641778,3.5671184941936875,0.5185629788417315
0.7784273050800307,3.8863520110058287,0.18997212654254494
0.8930603238934295,3.7560610339289173,0.2252792294325639
0.741975739760973,3.3665136865013805,0.5595028849441883
0.36173681461952606,3.1929741633423747,0.1300650237557222
0.8101706294918634,3.1631589518324557,0.34232659844072877
0.7866908874328621,3.8735540717660246,0.5345224838248488
0.522113341180564,2.8056128691741264,0.0929431134310223
0.6771660260460821,2.351126569125471,0.12401213432042038
0.7736217229392082,2.7347978921259664,0.13604186547001781
0.6344006043702816,3.8450907846564846,0.5039526306789697
0.7571260620277084,2.759275536200885,0.34015067152490375
0.6575962532752143,4.751327737085865,0.4705619740571601
0.8446489516901152,3.807201720689415,0.46475800154489
0.7743711352239254,3.5997875412054245,0.21141875912788544
0.8196351591118038,4.218238913071782,0.2173468986144228
0.757173271130846,3.6662028329474676,0.5356832289134414
0.765909091730429,4.0070692847830855,0.16452068759679597
0.8159002889312179,3.161806758805012,0.2202644371939569
0.7520793839600123,3.6720056301502666,0.5356832289134414
0.4440774776620274,3.4516800649342034,0.14688495525818537
0.8164675699214895,3.3536176441459915,0.3721042037676254
0.27766729032364357,3.876510736509119,0.17068883686434833
0.5972962919038529,3.583154879544529,0.43405736614121554
0.782987936126696,4.63889227487668,0.15884584338083407
0.6790189002037182,3.877106335404971,0.4629100498862757
0.783904941739019,3.7497860002135406,0.4131969352706687
0.6383030181150663,3.503555072921655,0.1774836720850619
0.5738051702540685,3.683763285015104,0.5498414147691576
0.7183049874243497,3.0767542007012327,0.11308220822761064
0.623909240815256,4.3710155578636805,0.19841941491267262
0.4231384321522749,2.4598133869216703,0.4685212856658182
0.3573252967594713,2.5592971259674346,0.4579054698896255
